City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
263,Bambous Virieux,MU,-20.3428,57.7575,80.85,61,40,13.8,scattered clouds,2022-11-27 07:58:16
264,Belyy Yar,RU,53.6039,91.3903,1.85,57,75,11.18,light snow,2022-11-27 07:58:16
265,Turayf,SA,31.6725,38.6637,55.65,82,0,16.11,clear sky,2022-11-27 07:58:17
266,Hirara,JP,24.8,125.2833,79.07,69,40,14.97,scattered clouds,2022-11-27 07:58:17
267,Sal Rei,CV,16.1833,-22.9167,71.8,94,0,11.5,clear sky,2022-11-27 07:58:18
268,Taos,US,36.4072,-105.5731,39.54,46,100,3.0,overcast clouds,2022-11-27 07:57:06
269,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,65.19,48,2,3.8,clear sky,2022-11-27 07:59:18
270,Kovdor,RU,67.5662,30.4758,17.2,96,100,5.57,overcast clouds,2022-11-27 07:59:19
271,Leningradskiy,RU,69.3833,178.4167,-18.54,95,21,4.16,few clouds,2022-11-27 07:59:19
272,Hadejia,NG,12.4498,10.0444,72.16,19,100,9.57,overcast clouds,2022-11-27 07:59:20
273,Mar Del Plata,AR,-38.0023,-57.5575,64.09,99,100,5.01,fog,2022-11-27 07:59:20
274,Vardo,NO,70.3705,31.1107,30.18,86,100,18.41,overcast clouds,2022-11-27 07:59:21
275,The Valley,AI,18.217,-63.0578,79.11,72,2,16.31,clear sky,2022-11-27 07:59:22
276,Itarema,BR,-2.9248,-39.9167,78.4,79,100,11.56,overcast clouds,2022-11-27 07:59:22
277,Motygino,RU,58.1831,94.7592,-11.9,93,100,5.84,overcast clouds,2022-11-27 07:59:22
278,Bengkulu,ID,-3.8004,102.2655,82.72,70,92,7.02,overcast clouds,2022-11-27 07:59:23
279,Kodiak,US,57.79,-152.4072,27.45,71,29,13.04,scattered clouds,2022-11-27 07:59:23
280,Gibara,CU,21.1097,-76.1317,75.43,79,6,8.97,clear sky,2022-11-27 07:59:24
281,Del Rio,US,29.3627,-100.8968,46.24,78,0,2.26,clear sky,2022-11-27 07:59:24
282,Buala,SB,-8.145,159.5921,80.6,80,100,5.03,light rain,2022-11-27 07:59:25
283,Ostrovnoy,RU,68.0531,39.5131,23.31,92,96,23.35,overcast clouds,2022-11-27 07:59:25
284,Pevek,RU,69.7008,170.3133,-25.56,96,19,4.94,few clouds,2022-11-27 07:59:26
285,Sobolevo,RU,54.4299,31.8996,31.06,99,100,7.16,light snow,2022-11-27 07:59:26
286,Nishihara,JP,26.1842,127.7558,76.68,61,20,16.11,few clouds,2022-11-27 07:59:27
287,Piossasco,IT,44.9905,7.4637,46.85,71,8,1.36,clear sky,2022-11-27 07:59:27
288,Zyryanka,RU,65.75,150.85,-43.35,100,52,3.0,broken clouds,2022-11-27 07:59:28
289,Manica,FR,49.0,-1.1667,52.68,98,100,8.95,light rain,2022-11-27 07:59:28
290,Saint-Philippe,RE,-21.3585,55.7679,84.11,58,0,12.44,clear sky,2022-11-27 07:59:29
291,Sabang,ID,5.8933,95.3214,81.99,73,34,10.83,scattered clouds,2022-11-27 07:59:29
292,Beloha,MG,-25.1667,45.05,93.88,34,34,3.78,scattered clouds,2022-11-27 07:59:30
293,Lichinga,MZ,-13.3128,35.2406,71.69,68,40,18.41,scattered clouds,2022-11-27 07:59:30
294,Mendi,PG,-6.1761,143.6513,56.41,98,100,1.63,overcast clouds,2022-11-27 07:59:31
295,Zilair,RU,52.2332,57.4392,10.9,78,100,13.27,overcast clouds,2022-11-27 07:59:31
296,San Vicente,AR,-26.6167,-54.1333,62.87,85,1,5.53,clear sky,2022-11-27 07:59:32
297,Morropon,PE,-5.1822,-79.9689,68.86,81,76,2.24,broken clouds,2022-11-27 07:59:32
298,Mount Gambier,AU,-37.8333,140.7667,54.03,66,94,8.81,overcast clouds,2022-11-27 07:54:59
299,Capao Da Canoa,BR,-29.7456,-50.0097,70.09,90,79,14.16,broken clouds,2022-11-27 07:59:33
300,Quatre Cocos,MU,-20.2078,57.7625,80.71,57,0,12.12,clear sky,2022-11-27 07:59:34
301,Hambantota,LK,6.1241,81.1185,88.14,70,20,3.44,few clouds,2022-11-27 07:59:34
302,Aklavik,CA,68.2191,-135.0107,-2.16,96,100,9.44,overcast clouds,2022-11-27 07:57:20
303,The Pas,CA,53.8251,-101.2541,17.62,86,0,2.3,clear sky,2022-11-27 07:59:35
304,Ewa Beach,US,21.3156,-158.0072,72.99,73,100,4.0,overcast clouds,2022-11-27 07:59:35
305,Okha,RU,53.5739,142.9478,20.39,69,95,23.67,overcast clouds,2022-11-27 07:59:36
306,Safaga,EG,26.7292,33.9365,71.26,45,100,11.05,overcast clouds,2022-11-27 07:59:37
307,Kununurra,AU,-15.7667,128.7333,82.38,74,75,13.8,broken clouds,2022-11-27 07:56:59
308,Goksun,TR,38.021,36.4973,41.56,69,100,3.76,overcast clouds,2022-11-27 07:59:37
309,Molina,CL,-35.1167,-71.2833,60.37,68,0,2.33,clear sky,2022-11-27 07:59:38
310,Beloeil,CA,45.5668,-73.1992,43.02,70,0,9.22,clear sky,2022-11-27 07:59:03
311,San Jose,US,37.3394,-121.895,58.21,57,0,3.0,clear sky,2022-11-27 07:59:23
312,Nehe,CN,48.4833,124.8333,11.71,95,100,2.82,light snow,2022-11-27 07:59:39
313,Kabala,SL,9.5833,-11.55,67.03,54,95,0.47,overcast clouds,2022-11-27 08:00:39
314,Progreso,MX,21.2833,-89.6667,75.11,82,71,6.15,broken clouds,2022-11-27 08:00:40
315,Long Beach,US,33.767,-118.1892,60.98,91,0,4.36,clear sky,2022-11-27 07:58:57
316,Ust-Barguzin,RU,53.45,108.9833,8.67,90,100,6.33,light snow,2022-11-27 08:00:41
317,Trinidad,BO,-14.8333,-64.9,70.23,52,65,2.44,broken clouds,2022-11-27 08:00:41
318,San Rafael,AR,-34.6177,-68.3301,72.57,54,4,5.88,clear sky,2022-11-27 08:00:42
319,Mehamn,NO,71.0357,27.8492,31.95,80,20,13.8,few clouds,2022-11-27 07:58:43
320,Springfield,US,37.2153,-93.2982,48.43,95,100,4.61,mist,2022-11-27 08:00:03
321,Yinchuan,CN,38.4681,106.2731,47.23,23,36,6.24,scattered clouds,2022-11-27 07:57:34
322,Rubik,AL,41.7744,19.7861,49.33,71,100,10.11,overcast clouds,2022-11-27 08:00:43
323,Tonj,SS,7.2737,28.6822,90.73,20,38,6.49,scattered clouds,2022-11-27 08:00:44
324,Anadyr,RU,64.75,177.4833,-4.0,83,92,5.99,overcast clouds,2022-11-27 08:00:45
325,San Patricio,US,28.017,-97.5169,60.64,70,0,9.13,clear sky,2022-11-27 08:00:45
326,Vao,NC,-22.6667,167.4833,75.42,67,1,15.93,clear sky,2022-11-27 08:00:46
327,Touros,BR,-5.1989,-35.4608,78.1,80,99,11.9,overcast clouds,2022-11-27 08:00:46
328,Udalguri,IN,26.7667,92.1333,77.23,45,0,5.28,clear sky,2022-11-27 08:00:47
329,Tres Lagoas,BR,-20.7511,-51.6783,66.69,63,0,4.29,clear sky,2022-11-27 07:57:47
330,Salalah,OM,17.0151,54.0924,84.99,42,2,8.68,clear sky,2022-11-27 08:00:48
331,Leshukonskoye,RU,64.8989,45.7622,4.64,92,100,4.97,overcast clouds,2022-11-27 08:00:48
332,Baculin,PH,7.4525,126.5842,83.53,72,12,9.8,few clouds,2022-11-27 08:00:49
333,Clyde River,CA,70.4692,-68.5914,-17.68,96,20,4.27,few clouds,2022-11-27 08:00:49
334,Scarborough,GB,54.2797,-0.4044,50.32,90,100,7.0,overcast clouds,2022-11-27 08:00:49
335,Tignere,CM,7.3667,12.65,79.02,22,41,2.46,scattered clouds,2022-11-27 08:00:50
336,Ambon,ID,-3.6954,128.1814,82.54,78,40,3.44,scattered clouds,2022-11-27 08:00:50
337,Cariamanga,EC,-4.3333,-79.55,50.59,89,98,2.26,overcast clouds,2022-11-27 08:00:51
338,Mezhdurechenskiy,RU,59.6,65.9333,0.73,82,10,6.08,clear sky,2022-11-27 08:00:52
339,Slubice,PL,52.3509,14.5607,41.56,92,99,1.01,overcast clouds,2022-11-27 07:59:08
340,Sept-Iles,CA,50.2001,-66.3821,30.2,91,75,3.44,broken clouds,2022-11-27 07:58:35
341,Dzerzhinskoye,RU,56.8344,95.2283,-8.57,83,100,8.81,overcast clouds,2022-11-27 08:00:53
342,Salaga,GH,8.5508,-0.5188,80.62,52,15,3.87,few clouds,2022-11-27 08:00:53
343,Honningsvag,NO,70.9821,25.9704,35.35,69,100,8.05,overcast clouds,2022-11-27 08:00:54
344,Baiyin,CN,36.5583,104.2081,45.57,36,60,6.42,broken clouds,2022-11-27 08:00:55
345,Alexandria,EG,31.2156,29.9553,62.56,63,40,4.61,scattered clouds,2022-11-27 07:57:58
346,Pervomayskoye,RU,43.919,46.7102,50.18,82,100,7.45,light rain,2022-11-27 08:00:55
347,Anzio,IT,41.4853,12.6179,55.13,79,5,5.19,clear sky,2022-11-27 08:00:56
348,Marawi,PH,7.9986,124.2928,72.41,92,71,4.83,broken clouds,2022-11-27 08:00:56
349,Fort Nelson,CA,58.8053,-122.7002,15.94,94,100,10.0,overcast clouds,2022-11-27 08:00:57
350,Merauke,ID,-8.4667,140.3333,83.61,72,47,8.12,scattered clouds,2022-11-27 08:00:58
351,Manicore,BR,-5.8092,-61.3003,72.61,98,100,0.45,heavy intensity rain,2022-11-27 08:00:58
352,Madang,PG,-5.2246,145.7966,80.24,86,100,3.8,overcast clouds,2022-11-27 08:00:59
353,Manakara,MG,-22.1333,48.0167,83.3,50,0,11.3,clear sky,2022-11-27 08:01:00
354,Ulladulla,AU,-35.35,150.4667,68.09,81,100,5.84,overcast clouds,2022-11-27 08:01:00
355,New Norfolk,AU,-42.7826,147.0587,55.71,55,54,5.99,broken clouds,2022-11-27 08:01:01
356,Baghdad,IQ,33.3406,44.4009,70.05,42,45,7.43,scattered clouds,2022-11-27 08:00:05
357,Tuatapere,NZ,-46.1333,167.6833,48.51,80,80,1.95,broken clouds,2022-11-27 08:01:01
358,Tommot,RU,58.9564,126.2925,-37.03,100,85,0.89,overcast clouds,2022-11-27 08:01:02
359,Floro,NO,61.5996,5.0328,53.56,47,100,23.02,overcast clouds,2022-11-27 08:02:03
360,Charters Towers,AU,-20.1,146.2667,79.3,75,96,10.71,overcast clouds,2022-11-27 08:02:03
361,Calabozo,VE,8.9242,-67.4293,73.2,87,80,5.77,broken clouds,2022-11-27 08:02:04
362,San Antonio,US,29.4241,-98.4936,54.46,84,0,5.75,clear sky,2022-11-27 08:01:18
363,Ust-Uda,RU,54.1742,103.0304,-9.99,74,100,10.27,overcast clouds,2022-11-27 08:02:05
364,Birin,NP,26.8865,88.0718,64.17,47,0,6.2,clear sky,2022-11-27 08:02:06
365,Poum,NC,-20.2333,164.0167,78.49,71,28,8.66,scattered clouds,2022-11-27 08:02:06
366,Bilma,NE,18.6853,12.9164,71.8,21,100,5.86,overcast clouds,2022-11-27 08:02:07
367,Berlevag,NO,70.8578,29.0864,32.0,80,100,23.02,overcast clouds,2022-11-27 07:57:21
368,Djibo,BF,14.1022,-1.6306,73.78,16,12,10.18,few clouds,2022-11-27 08:02:07
369,Presidente Medici,BR,-11.1753,-61.9014,70.41,96,100,2.51,overcast clouds,2022-11-27 08:02:08
370,Lebork,PL,54.5392,17.7501,40.48,99,66,3.22,broken clouds,2022-11-27 07:59:45
371,Gizo,SB,-8.103,156.8419,83.48,72,100,5.73,overcast clouds,2022-11-27 08:02:09
372,Nadym,RU,65.5333,72.5167,5.59,91,100,14.41,overcast clouds,2022-11-27 08:02:09
373,Sao Filipe,CV,14.8961,-24.4956,77.09,64,0,9.73,clear sky,2022-11-27 08:02:10
374,Vilhena,BR,-12.7406,-60.1458,65.86,92,74,1.95,broken clouds,2022-11-27 08:02:10
375,Pacific Grove,US,36.6177,-121.9166,56.08,74,0,5.01,clear sky,2022-11-27 08:02:11
376,Oranjemund,NA,-28.55,16.4333,68.38,59,2,10.11,clear sky,2022-11-27 07:59:39
377,Luderitz,NA,-26.6481,15.1594,74.7,45,0,14.29,clear sky,2022-11-27 08:02:12
378,Qaracala,AZ,39.8132,48.9523,62.64,49,100,20.49,overcast clouds,2022-11-27 08:02:12
379,Vieste,IT,41.8825,16.175,57.04,61,100,8.37,overcast clouds,2022-11-27 08:02:13
380,Tabou,CI,4.423,-7.3528,78.66,83,3,2.86,light rain,2022-11-27 08:02:13
381,Beidao,CN,34.5686,105.8933,58.62,61,100,7.11,overcast clouds,2022-11-27 08:02:14
382,Soubre,CI,5.7856,-6.6083,77.0,83,37,2.24,scattered clouds,2022-11-27 08:02:14
383,Bethel,US,41.3712,-73.414,46.49,67,94,4.45,overcast clouds,2022-11-27 07:57:39
384,Forbes,AU,-33.3833,148.0167,73.92,46,100,12.33,light rain,2022-11-27 08:02:15
385,Nouadhibou,MR,20.931,-17.0347,69.46,51,0,14.27,clear sky,2022-11-27 08:00:58
386,Lermontovka,RU,47.1453,134.3383,17.42,78,100,2.1,overcast clouds,2022-11-27 08:02:16
387,Basco,PH,20.4487,121.9702,80.38,82,94,18.97,overcast clouds,2022-11-27 08:02:16
388,Shingu,JP,33.7333,135.9833,57.9,70,100,0.94,overcast clouds,2022-11-27 08:02:17
389,Roald,NO,62.5833,6.1333,54.52,53,0,13.8,clear sky,2022-11-27 08:02:18
390,Kampene,CD,-3.6,26.6667,69.82,87,100,0.6,overcast clouds,2022-11-27 07:59:15
391,Concarneau,FR,47.875,-3.9225,55.69,94,100,8.14,light rain,2022-11-27 08:02:19
392,Nyurba,RU,63.2842,118.3319,-34.13,99,89,3.0,overcast clouds,2022-11-27 08:02:20
393,Paralia,GR,38.2,21.7,59.11,63,92,19.37,overcast clouds,2022-11-27 08:02:20
394,Brasileia,BR,-11.0161,-68.7481,71.37,85,24,1.03,few clouds,2022-11-27 08:02:21
395,Dombarovskiy,RU,50.7587,59.5386,11.26,71,91,12.84,overcast clouds,2022-11-27 08:02:21
396,Liberia,LR,6.5,-9.5,74.12,91,11,1.48,few clouds,2022-11-27 08:02:22
397,Wakkanai,JP,45.4094,141.6739,35.33,62,100,12.28,overcast clouds,2022-11-27 08:02:23
398,Kayes,ML,14.0,-11.0,73.13,15,86,3.87,overcast clouds,2022-11-27 08:02:13
399,Noumea,NC,-22.2763,166.4572,76.98,64,5,15.57,clear sky,2022-11-27 08:02:23
400,Lompoc,US,34.6391,-120.4579,50.52,97,100,8.05,fog,2022-11-27 08:02:24
401,Uribia,CO,11.7139,-72.266,76.08,89,87,8.34,overcast clouds,2022-11-27 08:02:24
402,Alofi,NU,-19.0595,-169.9187,78.44,80,58,15.7,broken clouds,2022-11-27 08:02:25
403,Maamba,ZM,-17.3667,27.15,78.28,63,100,2.48,light rain,2022-11-27 08:03:25
404,Baripada,IN,21.935,86.7214,82.36,29,1,5.21,clear sky,2022-11-27 08:03:26
405,Raga,SS,8.4596,25.678,85.48,16,35,7.09,scattered clouds,2022-11-27 08:03:27
406,Bonavista,CA,48.6499,-53.1147,38.91,93,100,27.69,light rain,2022-11-27 08:03:27
407,Fort Frances,CA,48.5999,-93.4003,25.02,81,0,3.44,clear sky,2022-11-27 08:03:28
408,Port Blair,IN,11.6667,92.75,83.21,72,24,8.41,few clouds,2022-11-27 08:03:28
409,Port-Cartier,CA,50.0334,-66.8654,25.75,95,99,4.12,overcast clouds,2022-11-27 08:03:29
410,Banikoara,BJ,11.2985,2.4386,76.5,18,2,7.38,clear sky,2022-11-27 08:03:30
411,West Plains,US,36.7281,-91.8524,49.03,98,100,6.91,mist,2022-11-27 08:03:30
412,Rio Gallegos,AR,-51.6226,-69.2181,42.57,75,4,5.79,clear sky,2022-11-27 08:03:31
413,Iqaluit,CA,63.7506,-68.5145,5.7,65,100,4.09,overcast clouds,2022-11-27 08:03:31
414,Langxiang,CN,46.95,128.8833,11.71,83,92,1.77,overcast clouds,2022-11-27 08:03:32
415,Tarbagatay,RU,51.4803,107.3602,0.93,62,100,12.64,overcast clouds,2022-11-27 08:03:32
416,Paamiut,GL,61.994,-49.6678,25.95,85,100,8.84,overcast clouds,2022-11-27 08:03:33
417,Montgomery,US,39.1501,-77.1997,48.79,68,0,5.75,clear sky,2022-11-27 08:03:33
418,Blythe,US,33.6103,-114.5964,52.52,20,0,4.27,clear sky,2022-11-27 08:01:35
419,Caernarfon,GB,53.1413,-4.2702,52.68,40,20,13.8,few clouds,2022-11-27 08:00:36
420,Husavik,IS,66.0449,-17.3389,38.88,99,100,15.93,overcast clouds,2022-11-27 08:03:34
421,Kulhudhuffushi,MV,6.6221,73.07,80.64,71,100,5.79,overcast clouds,2022-11-27 08:00:12
422,Launceston,AU,-41.45,147.1667,58.64,51,75,17.27,broken clouds,2022-11-27 08:02:27
423,Iracoubo,GF,5.4802,-53.2011,77.25,88,100,10.58,overcast clouds,2022-11-27 08:03:35
424,Guaruja,BR,-23.9931,-46.2564,70.02,82,9,4.41,clear sky,2022-11-27 08:03:36
425,Metro,ID,-5.1131,105.3067,85.55,67,100,9.55,overcast clouds,2022-11-27 08:03:36
426,Alma,CA,48.5501,-71.6491,33.1,90,51,8.95,broken clouds,2022-11-27 08:00:56
427,Wamba,NG,8.9333,8.6,80.19,30,92,4.29,overcast clouds,2022-11-27 08:03:37
428,Pimampiro,EC,0.4,-77.9667,55.83,88,100,2.21,overcast clouds,2022-11-27 08:03:37
429,Kholodnyy,RU,62.7167,147.95,-32.6,98,99,2.8,overcast clouds,2022-11-27 08:03:38
430,Detchino,RU,54.8092,36.3075,25.25,96,100,9.71,overcast clouds,2022-11-27 08:03:38
431,Lanigan,CA,51.8501,-105.0344,21.58,92,98,7.61,overcast clouds,2022-11-27 08:03:39
432,Pundaguitan,PH,6.3711,126.1689,83.64,72,49,15.17,scattered clouds,2022-11-27 08:03:39
433,Kyakhta,RU,50.3508,106.4494,-3.08,60,100,17.78,overcast clouds,2022-11-27 08:03:40
434,Bell Ville,AR,-32.6259,-62.6887,69.67,42,49,7.67,scattered clouds,2022-11-27 08:00:22
435,Misratah,LY,32.3754,15.0925,64.94,67,100,23.44,light rain,2022-11-27 08:03:41
436,Darhan,MN,49.4867,105.9228,1.38,81,100,16.4,overcast clouds,2022-11-27 08:03:42
437,Shimoda,JP,34.6667,138.95,57.11,63,76,8.37,broken clouds,2022-11-27 08:03:42
438,Jiangyou,CN,31.7667,104.7167,64.15,62,72,3.13,broken clouds,2022-11-27 08:03:43
439,Finnsnes,NO,69.2296,17.9811,21.81,74,100,5.79,light snow,2022-11-27 08:03:43
440,Cedar City,US,37.6775,-113.0619,31.39,68,15,5.55,few clouds,2022-11-27 08:01:40
441,Yarim,YE,14.298,44.3779,58.5,30,100,4.43,overcast clouds,2022-11-27 08:03:44
442,Umm Kaddadah,SD,13.6017,26.6876,78.33,17,4,11.21,clear sky,2022-11-27 08:03:45
443,Puerto Carreno,CO,6.189,-67.4859,75.04,90,100,3.49,overcast clouds,2022-11-27 08:03:45
444,Kyren,RU,51.6828,102.1408,-5.57,77,100,3.27,overcast clouds,2022-11-27 08:03:46
445,Ratnagiri,IN,16.9833,73.3,85.23,61,4,11.41,clear sky,2022-11-27 08:03:46
446,Healdsburg,US,38.6105,-122.8692,55.9,93,0,0.0,clear sky,2022-11-27 08:03:47
447,Pagudpud,PH,18.5616,120.7868,84.02,70,16,3.0,few clouds,2022-11-27 08:03:47
448,Slanic-Moldova,RO,46.2,26.4333,35.02,71,100,2.1,overcast clouds,2022-11-27 08:03:48
449,Caconda,AO,-13.7333,15.0667,70.2,71,71,1.1,moderate rain,2022-11-27 08:00:02
450,Tocopilla,CL,-22.092,-70.1979,65.34,78,37,4.59,scattered clouds,2022-11-27 08:02:06
451,Thunder Bay,CA,48.4001,-89.3168,32.31,83,73,10.18,broken clouds,2022-11-27 08:04:49
452,Mindelo,CV,16.8901,-24.9804,72.95,78,40,12.66,scattered clouds,2022-11-27 08:04:49
453,Guacimo,CR,10.2104,-83.6807,71.35,97,85,3.33,overcast clouds,2022-11-27 08:04:50
454,Noyabrsk,RU,63.1994,75.4507,1.02,95,100,11.18,overcast clouds,2022-11-27 08:04:50
455,Emba,KZ,48.8264,58.1442,22.46,30,97,19.28,overcast clouds,2022-11-27 08:04:51
456,Kemijarvi,FI,66.7131,27.4306,22.06,95,100,6.76,overcast clouds,2022-11-27 08:04:51
457,Mitu,CO,1.1983,-70.1733,70.72,100,100,2.21,overcast clouds,2022-11-27 08:04:52
458,Nanortalik,GL,60.1432,-45.2371,32.2,83,100,4.9,overcast clouds,2022-11-27 08:04:52
459,Sur,OM,22.5667,59.5289,83.48,47,0,5.37,clear sky,2022-11-27 08:04:53
460,Gurupi,BR,-11.7292,-49.0686,68.56,98,100,4.32,overcast clouds,2022-11-27 08:02:03
461,Vostok,RU,46.4856,135.8833,12.63,95,100,1.32,overcast clouds,2022-11-27 08:04:53
462,Nortelandia,BR,-14.4547,-56.8028,71.85,73,100,2.48,overcast clouds,2022-11-27 08:04:54
463,Te Anau,NZ,-45.4167,167.7167,46.58,94,50,1.79,scattered clouds,2022-11-27 08:04:55
464,Aquiraz,BR,-3.9014,-38.3911,80.69,75,100,9.93,overcast clouds,2022-11-27 08:04:55
465,Xinyang,CN,32.1228,114.0656,61.39,82,100,3.09,overcast clouds,2022-11-27 08:04:55
466,Sovetskiy,RU,61.3614,63.5842,1.71,85,11,5.93,few clouds,2022-11-27 08:04:56
467,Sioux Lookout,CA,50.1001,-91.917,24.57,92,66,6.96,broken clouds,2022-11-27 08:04:56
468,Nome,US,64.5011,-165.4064,6.87,72,0,9.22,clear sky,2022-11-27 08:04:57
469,Rio Negrinho,BR,-26.2544,-49.5183,63.95,99,100,3.27,overcast clouds,2022-11-27 08:04:05
470,Eydhafushi,MV,5.1033,73.0708,81.0,67,74,4.43,broken clouds,2022-11-27 08:04:58
471,Ladson,US,32.9857,-80.1098,69.66,97,100,0.0,overcast clouds,2022-11-27 08:04:59
472,Chokwe,MZ,-24.5333,32.9833,75.38,82,100,5.66,moderate rain,2022-11-27 08:04:59
473,Lata,PT,40.1629,-8.3327,48.2,68,100,4.09,overcast clouds,2022-11-27 08:05:00
474,El Sauzal,MX,31.9,-116.6833,55.38,58,4,3.13,clear sky,2022-11-27 08:05:01
475,Shalakusha,RU,62.2247,40.2539,9.55,93,89,4.25,overcast clouds,2022-11-27 08:05:02
476,Anamur,TR,36.0751,32.8369,63.1,40,100,6.02,overcast clouds,2022-11-27 08:05:02
477,Port Lincoln,AU,-34.7333,135.8667,58.39,59,100,15.57,overcast clouds,2022-11-27 08:00:57
478,Sechura,PE,-5.5569,-80.8222,65.35,83,35,7.45,scattered clouds,2022-11-27 08:01:29
479,Kieta,PG,-6.2167,155.6333,80.67,81,100,5.37,light rain,2022-11-27 08:05:03
480,Poyarkovo,RU,49.6,128.6833,3.11,96,100,2.82,overcast clouds,2022-11-27 08:05:04
481,Ahipara,NZ,-35.1667,173.1667,59.65,89,59,15.86,broken clouds,2022-11-27 08:05:04
482,Novoagansk,RU,61.9449,76.6625,-1.73,96,100,9.33,overcast clouds,2022-11-27 08:05:05
483,Urengoy,RU,65.9667,78.3667,8.4,93,100,10.4,overcast clouds,2022-11-27 08:05:05
484,Reforma,MX,18.1,-91.0167,72.25,97,97,5.39,overcast clouds,2022-11-27 08:05:06
485,Corner Brook,CA,48.9667,-57.9484,33.96,100,100,3.89,light snow,2022-11-27 08:01:45
486,Channel-Port Aux Basques,CA,47.5702,-59.1367,40.44,90,100,7.56,overcast clouds,2022-11-27 08:05:06
487,Codrington,AU,-38.2667,141.9667,53.83,74,100,13.78,overcast clouds,2022-11-27 08:05:07
488,Sete Lagoas,BR,-19.4658,-44.2467,65.28,93,0,2.48,clear sky,2022-11-27 08:05:07
489,Uruzgan,AF,32.8333,66.0,60.33,19,0,2.19,clear sky,2022-11-27 08:05:08
490,Turukhansk,RU,65.8167,87.9833,-12.55,97,100,8.43,overcast clouds,2022-11-27 08:05:09
491,Warri,NG,5.5167,5.75,84.27,68,75,3.42,broken clouds,2022-11-27 08:05:09
492,Avera,US,33.194,-82.5271,60.31,89,100,5.75,overcast clouds,2022-11-27 08:05:10
493,Morant Bay,JM,17.8815,-76.4093,78.42,83,8,6.49,clear sky,2022-11-27 08:05:10
494,Meadville,US,41.6414,-80.1515,44.98,63,0,5.75,clear sky,2022-11-27 08:05:11
495,Ringkobing,DK,56.0901,8.244,46.38,88,100,21.97,overcast clouds,2022-11-27 08:05:11
496,Cuiluan,CN,47.72,128.648,11.68,90,100,1.81,overcast clouds,2022-11-27 08:05:12
497,Tiznit,MA,29.5833,-9.5,66.33,23,0,7.07,clear sky,2022-11-27 08:05:12
498,Bilecik,TR,40.0,30.1667,39.38,75,44,4.29,scattered clouds,2022-11-27 08:01:45
499,Walvis Bay,NA,-22.9575,14.5053,58.08,75,52,9.44,broken clouds,2022-11-27 08:06:13
500,Nara,JP,34.6851,135.8049,61.5,34,0,4.76,clear sky,2022-11-27 08:04:33
501,Sorland,NO,67.667,12.6934,44.46,75,96,16.96,light rain,2022-11-27 08:06:14
502,Catalina,US,32.5056,-110.9211,50.65,32,4,1.99,clear sky,2022-11-27 08:06:14
503,Aitape,PG,-3.1374,142.3475,83.03,75,69,4.36,broken clouds,2022-11-27 08:06:15
504,Iralaya,HN,15.0,-83.2333,78.49,87,100,9.64,light rain,2022-11-27 08:06:15
505,Portage,US,41.1667,-81.1998,46.18,65,0,0.0,clear sky,2022-11-27 08:06:16
506,Saint-Joseph,RE,-21.3667,55.6167,82.09,59,12,10.4,few clouds,2022-11-27 08:06:16
507,Nuuk,GL,64.1835,-51.7216,26.4,84,99,7.18,overcast clouds,2022-11-27 08:06:17
508,Saint Anthony,US,45.0205,-93.218,37.65,79,0,11.5,clear sky,2022-11-27 08:06:17
509,Athens,GR,37.9795,23.7162,56.8,61,20,15.99,few clouds,2022-11-27 08:02:10
510,Qujing,CN,25.4833,103.7833,69.93,37,0,21.7,clear sky,2022-11-27 08:06:18
511,Oum Hadjer,TD,13.2954,19.6966,81.59,11,13,8.19,few clouds,2022-11-27 08:06:19
512,Puyang,CN,29.4603,119.8861,59.41,96,100,3.89,moderate rain,2022-11-27 08:06:19
513,Tungor,RU,53.3808,142.9564,19.87,70,91,21.41,overcast clouds,2022-11-27 08:06:20
514,Coffs Harbour,AU,-30.3,153.1333,82.36,51,59,10.36,broken clouds,2022-11-27 08:06:21
515,Grindavik,IS,63.8424,-22.4338,39.67,87,0,24.16,clear sky,2022-11-27 08:04:29
516,Dungarpur,IN,23.8333,73.7167,81.39,17,0,5.95,clear sky,2022-11-27 08:06:21
517,Vanavara,RU,60.34,102.2797,-20.33,93,98,5.88,overcast clouds,2022-11-27 08:06:22
518,Tautira,PF,-17.7333,-149.15,77.23,78,44,13.49,scattered clouds,2022-11-27 08:06:23
519,Makungu,TZ,-8.7333,35.2833,72.01,60,87,8.21,overcast clouds,2022-11-27 08:06:23
520,Peniche,PT,39.3558,-9.3811,52.45,89,100,9.62,overcast clouds,2022-11-27 08:06:24
521,Mantua,IT,45.1667,10.7833,47.44,98,14,2.1,few clouds,2022-11-27 08:06:24
522,Tezu,IN,27.9167,96.1667,79.7,26,0,2.37,clear sky,2022-11-27 08:06:25
523,Bandarbeyla,SO,9.4942,50.8122,82.27,67,39,18.03,scattered clouds,2022-11-27 08:06:25
524,Sambava,MG,-14.2667,50.1667,80.89,54,0,11.81,clear sky,2022-11-27 08:06:26
525,Korla,CN,41.7597,86.1469,38.95,9,0,7.09,clear sky,2022-11-27 08:06:26
526,Batemans Bay,AU,-35.7167,150.1833,66.09,81,100,10.4,overcast clouds,2022-11-27 08:06:27
527,Raudeberg,NO,61.9875,5.1352,52.47,63,100,17.74,overcast clouds,2022-11-27 08:06:27
